"R0000100","R0618300","R2925010","R2928400","T1215600"
9980,10,875,4,-5
9981,17,1033,4,2
9982,9,673,4,2
9983,36,781,3,1
9984,9,-5,-5,-5
9985,9,-5,-5,1
9986,30,-4,-4,-1
9987,56,1636,4,4
9988,32,726,3,1
9989,4,581,1,0
9990,16,-4,-4,-5
9991,9,494,3,-5
9992,22,-4,-4,2
9993,7,461,1,0
9994,-4,-5,-5,-5
9995,43,650,3,2
9996,1,700,0,0
9997,6,-4,-4,1
9998,2,1125,3,0
9999,58,890,5,-5
10000,5,-4,-4,-5
10001,49,650,3,1
10002,23,668,0,1
10003,18,146,3,-5
10004,44,-4,-4,1
10005,-4,1346,3,1
10006,53,1337,5,4
10007,27,800,3,1
10008,87,1004,4,2
10009,65,-4,-4,2
10010,72,700,6,5
10011,42,-4,-4,-5
10012,22,784,3,-5
10013,7,166,0,-5
10014,64,1323,6,-5
10015,22,-5,-5,-5
10016,-4,615,0,-5
10017,38,726,3,-5
10018,91,503,0,-5
10019,42,650,3,-5
10020,8,900,3,-5
10021,23,500,0,-5
10022,6,416,6,0
10023,-4,84,0,0
10024,29,713,3,1
10025,1,525,0,0
10026,4,-4,-4,0
10027,1,-5,-5,0
10028,23,525,3,0
10029,15,524,4,2
10030,6,954,3,1
10031,1,600,3,0
10032,7,-4,-4,0
10033,4,550,2,-5
10034,5,-5,-5,-5
10035,27,950,3,-5
10036,6,425,0,0
10037,3,540,0,0
10038,55,1538,4,1
10039,79,150,3,-5
10040,35,632,3,2
10041,15,-5,-5,-5
10042,19,-4,-4,1
10043,-4,550,0,1
10044,21,-4,-4,-5
10045,17,300,2,-5
10046,15,500,3,-5
10047,26,552,3,8
10048,3,-4,0,0
10049,10,-4,-4,-5
10050,6,605,2,-5
10051,9,533,2,1
10052,46,608,3,1
10053,37,930,2,-5
10054,25,639,4,4
10055,39,-5,-5,-5
10056,30,686,3,1
10057,62,1000,3,1
10058,27,1703,3,-5
10059,33,265,2,-5
10060,36,604,2,0
10061,11,929,3,0
10062,9,445,1,1
10063,76,606,3,-5
10064,20,333,1,-5
10065,80,-5,-5,-5
10066,-4,500,1,-5
10067,44,1000,3,1
10068,54,1100,2,1
10069,24,-4,-4,2
10070,43,-4,-4,4
10071,1,-4,0,0
10072,5,450,0,0
10073,3,500,0,0
10074,1,440,1,-5
10075,2,500,0,1
10076,11,425,0,1
10077,28,660,3,1
10078,21,1134,4,2
10079,32,708,4,1
10080,22,650,3,-5
10081,17,-4,-4,-5
10082,10,625,3,8
10083,13,900,2,-5
10084,19,799,5,-5
10085,5,650,3,1
10086,25,-5,-5,-5
10087,16,415,2,-5
10088,18,500,0,-5
10089,4,500,3,-5
10090,47,-5,-5,-5
10091,64,1250,3,-5
10092,18,360,3,-5
10093,9,448,3,-5
10094,41,-4,-4,-5
10095,3,669,0,-5
10096,93,1153,5,-5
10097,6,-4,-4,-5
10098,4,600,2,-5
10099,5,400,0,-5
10100,15,775,3,-5
10101,35,675,3,-5
10102,17,517,3,-5
10103,13,-5,-5,-5
10104,15,-4,-4,-5
10105,62,428,1,-5
10106,10,475,2,-5
10107,10,450,2,-5
10108,8,650,0,-5
10109,20,432,2,-5
10110,-4,-4,2,-5
10111,4,-4,-4,0
10112,29,85,3,1
10113,6,435,0,0
10114,32,833,4,-4
10115,12,730,3,1
10116,8,475,0,1
10117,27,400,3,-5
10118,15,913,-2,-5
10119,27,500,1,-5
10120,62,1279,5,-5
10121,61,1045,3,-5
10122,26,750,0,-5
10123,89,600,5,0
10124,9,100,0,1
10125,8,420,3,1
10126,42,666,3,4
10127,27,600,4,4
10128,3,700,2,0
10129,8,546,2,0
10130,11,600,0,1
10131,23,-4,-4,-5
10132,41,976,2,1
10133,4,500,3,1
10134,42,-5,-5,-5
10135,11,-4,-4,1
10136,9,545,1,-5
10137,16,700,3,4
10138,12,748,3,-4
10139,27,625,0,1
10140,49,-5,-5,-5
10141,13,675,1,-5
10142,10,750,2,-5
10143,4,560,0,-5
10144,53,615,4,-5
10145,38,486,0,-5
10146,29,500,3,-5
10147,87,865,3,-5
10148,-4,620,2,-5
10149,29,1578,0,-5
10150,5,800,0,-5
10151,6,365,0,0
10152,12,857,0,1
10153,73,-4,-4,2
10154,13,-4,-4,1
10155,15,977,0,1
10156,22,500,0,-5
10157,3,585,0,0
10158,11,865,4,4
10159,17,1500,3,1
10160,5,625,1,0
10161,66,889,6,5
10162,15,755,2,1
10163,5,435,2,0
10164,15,850,2,1
10165,3,600,2,1
10166,57,758,3,1
10167,44,1201,0,1
10168,11,-4,-4,-5
10169,25,650,0,1
10170,29,1346,3,1
10171,66,450,3,1
10172,5,779,3,1
10173,42,-5,-5,-5
10174,1,700,2,1
10175,23,401,3,1
10176,44,937,3,2
10177,30,364,0,-5
10178,7,1000,0,0
10179,4,384,0,1
10180,2,500,0,0
10181,10,-4,-4,1
10182,27,742,3,1
10183,47,968,4,2
10184,1,500,0,1
10185,39,1046,3,1
10186,73,359,3,1
10187,11,510,2,0
10188,10,400,3,-5
10189,21,-4,-4,-5
10190,16,1299,3,1
10191,5,475,0,1
10192,8,662,2,1
10193,18,-5,-5,1
10194,10,686,3,-5
10195,57,870,5,5
10196,50,806,6,8
10197,5,440,0,1
10198,6,900,-2,1
10199,8,576,0,0
10200,2,500,0,0
10201,9,600,2,0
10202,24,625,0,1
10203,18,375,0,2
10204,16,480,0,0
10205,1,865,-2,0
10206,59,1055,0,-5
10207,56,832,3,-5
10208,52,900,3,-5
10209,26,850,3,-5
10210,38,-4,-4,-5
10211,49,-4,-4,1
10212,27,593,3,-5
10213,39,710,0,-5
10214,17,625,3,-5
10215,46,600,4,-5
10216,62,662,3,-5
10217,7,-5,-5,-5
10218,38,365,3,-5
10219,67,1043,5,-5
10220,10,400,2,-5
10221,67,-4,-4,-5
10222,59,-4,-4,-5
10223,-4,-4,1,-5
10224,22,1150,3,-5
10225,32,475,3,-5
10226,84,500,4,8
10227,15,1162,0,-5
10228,16,-5,-5,-5
10229,33,962,3,2
10230,46,1057,0,-5
10231,17,-4,-4,-5
10232,68,1533,3,2
10233,21,-5,-5,-5
10234,27,683,3,1
10235,79,1152,3,-5
10236,4,775,2,2
10237,19,1500,3,1
10238,10,497,3,8
10239,-4,-4,-4,1
10240,49,846,2,-5
10241,37,468,3,-5
10242,40,-4,-4,-5
10243,55,750,3,-5
10244,-4,428,3,-5
10245,-4,-4,-4,-5
10246,70,440,2,-5
10247,1,-5,-5,-5
10248,3,650,0,-5
10249,2,250,3,-5
10250,4,125,0,-5
10251,57,-5,-5,-5
10252,58,-4,-4,-5
10253,12,817,0,-5
10254,63,830,3,-5
10255,33,445,0,-5
10256,22,-5,-5,-5
10257,5,805,0,-5
10258,3,510,0,-5
10259,3,385,2,1
10260,25,564,3,-5
10261,52,500,3,-5
10262,15,-4,0,-5
10263,95,3692,6,-5
10264,90,3300000,5,-5
10265,87,1696,5,-5
10266,79,1137,5,-5
10267,58,375,3,-5
10268,42,1610,3,-5
10269,91,4125,4,-5
10270,92,1092,5,-5
10271,85,865,4,-5
10272,65,1000,3,-5
10273,65,828,5,-5
10274,87,1250,3,-5
10275,79,1337,5,-5
10276,72,681,6,-5
10277,69,751,5,-5
10278,25,1200,2,-5
10279,81,833,3,-5
10280,93,826,6,-5
10281,89,850,4,-5
10282,71,1341,5,-5
10283,29,-4,-4,-5
10284,-4,-5,-5,-5
10285,-4,-4,0,-5
10286,13,-4,-4,-5
10287,-4,-5,-5,-5
10288,-4,-5,-5,-5
10289,-4,600,0,-5
10290,8,335,1,-5
10291,32,425,2,-5
10292,27,150,3,-5
10293,36,777,3,-5
10294,8,-4,-4,-5
10295,29,-5,-5,-5
10296,53,-5,-5,-5
10297,67,375,2,-5
10298,30,700,4,-5
10299,19,600,-2,-5
10300,44,775,4,-5
10301,14,1000,3,-5
10302,23,600,3,-5
10303,3,-4,-4,0
10304,43,1452,5,4
10305,87,-5,-5,-5
10306,53,843,3,1
10307,27,-4,-4,5
10308,42,756,5,5
10309,69,1192,5,-5
10310,30,562,4,2
10311,23,416,3,1
10312,34,1312,4,3
10313,25,-4,-4,4
10314,3,375,0,0
10315,17,1200,3,1
10316,1,500,0,-5
10317,17,483,3,-5
10318,5,475,1,1
10319,6,750,1,0
10320,78,4166,0,-5
10321,7,425,0,1
10322,-4,-5,-5,-5
10323,19,425,1,-5
10324,3,-4,-4,0
10325,-4,-5,-5,-5
10326,30,1490,4,-5
10327,6,530,2,0
10328,1,-4,3,1
10329,27,1208,4,1
10330,2,1750,1,0
10331,3,530,3,8
10332,9,335,1,1
10333,5,400,2,1
10334,3,-4,-4,1
10335,9,551,4,2
10336,19,350,1,1
10337,6,550,3,1
10338,5,900,3,1
10339,43,1000,3,1
10340,9,540,2,1
10341,62,-4,4,3
10342,77,1000,5,-5
10343,43,500,3,-5
10344,39,-4,-4,-5
10345,62,1000,4,-5
10346,22,450,-2,-5
10347,6,470,0,-5
10348,12,-5,-5,-5
10349,8,-5,-5,-5
10350,-4,-5,-5,-5
10351,12,-5,-5,-5
10352,40,1153,4,-5
10353,29,1121,3,-5
10354,64,1442,3,-5
10355,2,1125,2,-5
10356,35,1400,3,-5
10357,35,775,2,-5
10358,8,-4,-4,-5
10359,-4,-4,-4,1
10360,-4,900,3,1
10361,1,-5,-5,-5
10362,48,877,3,5
10363,58,1000,3,2
10364,89,1384,5,-5
10365,93,1068,5,-5
10366,63,700,3,-5
10367,78,600,3,-5
10368,96,2300,4,2
10369,15,1111,5,5
10370,7,770,0,1
10371,5,-4,-4,1
10372,-4,-4,-4,-5
10373,-4,500,2,0
10374,1,550,0,1
10375,-4,1000,3,1
10376,-4,1703,3,1
10377,13,-4,-4,-4
10378,44,-4,-4,-4
10379,46,1500,4,1
10380,17,541,0,-5
10381,67,300,3,1
10382,68,206,4,2
10383,2,-5,-5,0
10384,12,-4,-4,0
10385,38,1208,4,-5
10386,12,481,0,1
10387,-4,5777,3,-5
10388,19,1125,4,-5
10389,21,1400,4,1
10390,35,1395,5,-5
10391,3,-4,-4,0
10392,17,722,3,0
10393,51,1465,5,-5
10394,78,1648,4,-5
10395,-4,-4,-4,-5
10396,64,1333,-2,-5
10397,-4,197,0,-5
10398,55,912,4,-5
10399,52,-4,3,-5
10400,69,537,3,-5
10401,51,500,3,1
10402,74,789,3,-5
10403,67,1605,4,-5
10404,38,1073,3,-5
10405,77,-5,-5,-5
10406,97,-4,5,5
10407,93,-5,-5,-5
10408,35,800,2,-5
10409,46,655,3,-5
10410,-4,-4,-4,-5
10411,7,425,3,-5
10412,9,487,2,0
10413,81,804,3,-5
10414,9,375,0,-5
10415,-4,-5,-5,-5
10416,84,850,3,-5
10417,6,850,1,-5
10418,1,-4,-4,-5
10419,25,-5,-5,-5
10420,16,325,2,-5
10421,17,700,4,-5
10422,17,805,3,2
10423,5,950,0,1
10424,7,283,3,0
10425,12,1600,1,2
10426,53,-4,-4,5
10427,29,298,3,1
10428,30,-4,-4,1
10429,12,-4,-4,-5
10430,1,506,2,0
10431,2,982,4,2
10432,3,425,2,1
10433,10,-4,-4,1
10434,1,625,2,0
10435,42,1070,3,1
10436,21,800,3,1
10437,37,-5,-5,-5
10438,42,650,4,1
10439,17,555,3,1
10440,87,-5,-5,-5
10441,77,750,3,-5
10442,68,1328,5,-5
10443,15,500,2,0
10444,32,450,3,1
10445,-4,575,3,1
10446,3,-4,-4,-5
10447,1,578,1,-5
10448,58,817,3,2
10449,72,1622,5,4
10450,36,1108,6,5
10451,-4,1006,4,4
10452,30,753,3,-5
10453,6,650,3,1
10454,51,1100,4,2
10455,4,350,3,1
10456,80,1201,4,-5
10457,86,2564,4,-5
10458,88,-4,5,-5
10459,61,523,2,-5
10460,30,465,2,-5
10461,65,850,4,-5
10462,82,785,4,-5
10463,93,2403,5,-5
10464,-4,936,5,-5
10465,18,-4,-4,-5
10466,20,759,3,-5
10467,32,435,2,-5
10468,27,530,3,1
10469,-4,709,3,5
10470,55,697,4,3
10471,35,545,3,2
10472,20,995,6,1
10473,-4,400,2,-5
10474,61,906,4,-5
10475,37,335,1,-5
10476,15,-4,-4,-5
10477,53,370,3,-5
10478,38,300,1,1
10479,9,700,3,0
10480,48,-4,3,-5
10481,57,1162,3,1
10482,5,-4,-4,0
10483,13,600,0,-5
10484,35,-4,-4,-5
10485,13,-4,-4,-5
10486,62,701,2,1
10487,8,-4,-4,1
10488,25,-5,-5,1
10489,10,-4,-4,1
10490,21,442,3,1
10491,5,-4,-4,0
10492,36,-4,-4,1
10493,8,550,2,1
10494,8,475,3,-5
10495,72,-5,-5,-5
10496,29,-4,-4,-5
10497,21,762,3,-5
10498,57,800,3,-5
10499,40,-5,-5,8
10500,18,695,3,1
10501,61,1057,4,2
10502,10,815,0,-5
10503,32,1160,3,1
10504,21,-5,-5,-5
10505,-4,356,6,4
10506,5,-4,-4,0
10507,35,-4,-4,1
10508,70,-5,-5,-5
10509,-3,-4,-4,2
10510,-4,-5,-5,-5
10511,-4,-5,-5,0
10512,32,625,0,1
10513,42,-5,-5,-5
10514,12,1021,3,1
10515,33,1447,2,-5
10516,23,1058,4,0
10517,22,-5,-5,-5
10518,22,900,0,-5
10519,-4,1200,0,0
10520,-3,500,0,0
10521,3,-5,-5,-5
10522,1,666,0,0
10523,5,1800,0,0
10524,1,576,3,1
10525,13,862,3,1
10526,7,500,2,1
10527,12,589,2,0
10528,37,-4,-4,0
10529,65,974,3,1
10530,4,435,0,-5
10531,7,1150,3,2
10532,13,41,2,1
10533,28,755,3,-5
10534,26,-4,-4,-5
10535,61,793,3,8
10536,41,600,3,1
10537,21,250,2,1
10538,7,-4,-4,0
10539,76,-4,-4,-5
10540,43,722,3,0
10541,41,1141,2,0
10542,14,130,0,1
10543,19,1000,3,1
10544,11,525,1,1
10545,12,555,2,-5
10546,8,280,0,0
10547,19,1425,1,0
10548,17,1000,3,1
10549,41,715,3,3
10550,13,841,4,5
10551,6,-4,2,3
10552,16,621,2,1
10553,48,1487,4,2
10554,29,650,4,2
10555,5,450,3,1
10556,8,500,1,-5
10557,8,525,2,-5
10558,15,-4,-4,-5
10559,11,-5,-5,-5
10560,35,793,3,-5
10561,77,913,5,4
10562,32,475,3,-5
10563,70,350,3,-5
10564,25,250,0,-5
10565,22,850,3,1
10566,1,775,3,0
10567,2,450,0,0
10568,4,296,0,-5
10569,13,804,5,-5
10570,1,450,0,-5
10571,2,-4,-4,-5
10572,16,490,4,1
10573,4,1215,2,1
10574,1,335,0,-5
10575,10,750,2,-5
10576,25,500,0,-5
10577,22,150,0,-5
10578,42,-4,4,-5
10579,13,-4,-4,0
10580,39,1112,3,1
10581,22,1205,3,1
10582,61,1600,3,1
10583,3,445,2,1
10584,28,987,3,1
10585,53,465,3,-5
10586,10,-4,-4,1
10587,8,437,0,-5
10588,41,625,4,-5
10589,30,-5,-5,-5
10590,17,-5,-5,2
10591,-4,425,3,-5
10592,13,650,0,-5
10593,59,750,3,-5
10594,33,723,1,-5
10595,-4,-4,3,-5
10596,-4,-5,-5,-5
10597,98,-5,-5,-5
10598,-4,-5,-5,-5
10599,84,-5,-5,-5
10600,16,1000,2,1
10601,25,1283,3,-5
10602,10,-5,-5,-5
10603,12,500,0,-5
10604,97,-5,-5,-5
10605,29,-5,-5,-5
10606,11,550,4,1
10607,55,-5,-5,-5
10608,-4,-5,-5,-5
10609,48,-5,-5,-5
10610,59,-5,-5,-5
10611,2,-5,-5,-5
10612,80,-5,-5,-5
10613,64,-5,-5,-5
10614,99,-5,-5,-5
10615,18,-5,-5,-5
10616,36,-5,-5,-5
10617,84,-5,-5,-5
10618,62,-5,-5,-5
10619,35,-5,-5,-5
10620,45,-5,-5,-5
10621,40,-5,-5,-5
10622,79,-5,-5,-5
10623,90,-5,-5,-5
10624,84,-5,-5,-5
10625,70,-5,-5,-5
10626,82,-5,-5,-5
10627,44,-5,-5,-5
10628,31,-5,-5,-5
10629,51,-5,-5,-5
10630,23,-5,-5,-5
10631,44,800,4,4
10632,52,1162,5,-5
10633,99,-5,-5,-5
10634,19,840,3,2
10635,57,-5,-5,-5
10636,57,-5,-5,-5
10637,-4,-5,-5,-5
10638,29,-5,-5,-5
10639,56,-5,-5,-5
10640,45,-5,-5,-5
10641,70,-5,-5,-5
10642,75,-5,-5,-5
10643,93,-5,-5,-5
10644,-4,-5,-5,-5
10645,61,-5,-5,-5
10646,79,-5,-5,-5
10647,86,-5,-5,-5
10648,63,-5,-5,-5
10649,33,-5,-5,-5
10650,-4,-5,-5,-5
10651,80,-5,-5,-5
10652,84,-5,-5,-5
10653,47,-5,-5,-5
10654,91,-5,-5,-5
10655,13,-5,-5,-5
10656,61,-5,-5,-5
10657,-4,-5,-5,-5
10658,51,-5,-5,-5
10659,50,-5,-5,-5
10660,40,-5,-5,-5
10661,20,1634,0,2
10662,31,-5,-5,-5
10663,59,-5,-5,-5
10664,22,-4,-4,1
10665,24,-5,-5,-5
10666,23,420,3,1
10667,35,-5,-5,-5
10668,6,312,2,1
10669,-4,-5,-5,-5
10670,15,-5,-5,-5
10671,28,-5,-5,-5
10672,25,-5,-5,-5
10673,49,-5,-5,-5
10674,69,-5,-5,-5
10675,-4,-5,-5,-5
10676,15,-5,-5,-5
10677,36,-5,-5,-5
10678,85,-5,-5,-5
10679,61,-5,-5,-5
10680,5,-5,-5,-5
10681,63,-5,-5,-5
10682,54,-5,-5,-5
10683,51,-5,-5,-5
10684,86,-5,-5,-5
10685,44,-5,-5,-5
10686,61,-5,-5,-5
10687,57,-5,-5,-5
10688,56,-5,-5,-5
10689,66,-5,-5,-5
10690,34,-5,-5,-5
10691,72,-5,-5,-5
10692,80,-5,-5,-5
10693,73,-5,-5,-5
10694,42,-5,-5,-5
10695,68,-5,-5,-5
10696,62,-5,-5,-5
10697,43,-5,-5,-5
10698,25,-5,-5,-5
10699,23,-5,-5,-5
10700,69,-5,-5,-5
10701,81,-5,-5,-5
10702,-4,-5,-5,-5
10703,29,-5,-5,-5
10704,8,-4,-4,1
10705,45,-5,-5,-5
10706,53,-4,-4,2
10707,30,1201,3,2
10708,31,-5,-5,-5
10709,37,-5,-5,-5
10710,14,-5,-5,-5
10711,67,-5,-5,-5
10712,17,-5,-5,-5
10713,-4,-5,-5,-5
10714,64,-5,-5,-5
10715,50,-5,-5,-5
10716,36,-5,-5,-5
10717,87,-5,-5,-5
10718,21,-4,-4,2
10719,-4,-5,-5,-5
10720,62,-5,-5,-5
10721,86,-5,-5,-5
10722,4,930,3,8
10723,-4,-5,-5,-5
10724,94,-5,-5,-5
10725,25,625,1,1
10726,22,-5,-5,-5
10727,-4,937,0,1
10728,65,-4,-4,1
10729,13,-5,-5,-5
10730,41,-5,-5,-5
10731,80,-5,-5,-5
10732,54,-5,-5,-5
10733,22,-5,-5,-5
10734,-4,-5,-5,-5
10735,44,-5,-5,-5
10736,35,-5,-5,-5
10737,37,-5,-5,-5
10738,71,-5,-5,-5
10739,39,-5,-5,-5
10740,6,500,3,1
10741,-4,-5,-5,-5
10742,24,1041,5,4
10743,55,-5,-5,-5
10744,68,-5,-5,-5
10745,77,1490,3,1
10746,80,-5,-5,-5
10747,68,-5,-5,-5
10748,78,-5,-5,-5
10749,-4,-4,-4,-5
10750,63,-5,-5,-5
10751,42,-5,-5,-5
10752,70,1250,2,1
10753,52,-5,-5,-5
10754,50,1075,3,1
10755,35,-5,-5,-5
10756,87,-4,-4,-5
10757,77,907,0,5
10758,90,-5,-5,-5
10759,-4,-5,-5,-5
10760,15,-5,-5,-5
10761,72,-5,-5,-5
10762,35,-5,-5,-5
10763,68,-5,-5,-5
10764,78,-5,-5,-5
10765,31,-4,-4,1
10766,54,-5,-5,-5
10767,32,1200,3,2
10768,51,-5,-5,-5
10769,45,727,0,1
10770,53,-5,-5,-5
10771,62,-5,-5,-5
10772,14,-5,-5,-5
10773,21,-5,-5,-5
10774,81,1475,3,2
10775,86,1682,5,4
10776,90,-5,-5,-5
10777,90,-5,-5,-5
10778,82,-5,-5,-5
10779,56,-5,-5,-5
10780,45,-5,-5,-5
10781,35,975,0,1
10782,-4,-5,-5,-5
10783,76,1441,3,2
10784,-4,-5,-5,-5
10785,-4,-5,-5,-5
10786,29,-5,-5,-5
10787,43,-5,-5,-5
10788,41,-5,-5,-5
10789,48,800,3,1
10790,67,-4,-4,1
10791,-4,-5,-5,-5
10792,58,-5,-5,-5
10793,74,-5,-5,-5
10794,33,-5,-5,-5
10795,21,-5,-5,-5
10796,13,-5,-5,-5
10797,40,-5,-5,-5
10798,38,-5,-5,-5
10799,17,-4,-4,2
10800,54,-5,-5,-5
10801,46,-5,-5,-5
10802,43,-5,-5,-5
10803,-4,-4,-4,1
10804,61,-4,-4,1
10805,21,-5,-5,-5
10806,20,-5,-5,-5
10807,-4,-5,-5,-5
10808,68,-5,-5,-5
10809,25,-5,-5,-5
10810,14,-5,-5,-5
10811,73,-4,-4,1
10812,45,-5,-5,-5
10813,29,-5,-5,-5
10814,16,-5,-5,-5
10815,-4,-5,-5,-5
10816,29,-5,-5,-5
10817,32,-5,-5,-5
10818,80,749,3,-5
10819,23,-4,-4,1
10820,26,-5,-5,-5
10821,43,2200,3,-5
10822,37,-5,-5,-5
10823,42,-5,-5,-5
10824,95,-5,-5,-5
10825,-4,-5,-5,-5
10826,31,-5,-5,-5
10827,-4,550,3,1
10828,78,-5,-5,-5
10829,70,-5,-5,-5
10830,94,-5,-5,-5
10831,12,-4,-4,1
10832,47,-5,-5,-5
10833,68,-5,-5,-5
10834,52,-5,-5,-5
10835,48,-5,-5,-5
10836,62,-5,-5,-5
10837,92,-5,-5,-5
10838,73,-5,-5,-5
10839,56,-5,-5,-5
10840,70,-5,-5,-5
10841,27,649,3,1
10842,16,-5,-5,-5
10843,46,-5,-5,-5
10844,13,-4,-4,1
10845,46,-5,-5,-5
10846,38,-5,-5,-5
10847,20,-5,-5,-5
10848,22,-5,-5,-5
10849,31,-5,-5,-5
10850,86,-5,-5,-5
10851,-4,-5,-5,-5
10852,9,-5,-5,-5
10853,5,-5,-5,-5
10854,13,930,3,1
10855,7,750,3,1
10856,32,-5,-5,-5
10857,25,-5,-5,-5
10858,43,-5,-5,-5
10859,38,-5,-5,-5
10860,29,-5,-5,-5
10861,8,-5,-5,-5
10862,36,-5,-5,-5
10863,42,-5,-5,-5
10864,-4,-5,-5,-5
10865,29,-5,-5,-5
10866,9,-5,-5,-5
10867,21,-5,-5,-5
10868,43,-5,-5,-5
10869,7,-5,-5,-5
10870,57,-5,-5,-5
10871,-4,-5,-5,-5
10872,74,-5,-5,-5
10873,37,-5,-5,-5
10874,70,-5,-5,-5
10875,38,-5,-5,-5
10876,26,-5,-5,-5
10877,47,-5,-5,-5
10878,24,-5,-5,-5
10879,37,-5,-5,-5
10880,65,-5,-5,-5
10881,84,-5,-5,-5
10882,63,-4,-4,1
10883,21,1013,3,1
10884,63,-5,-5,-5
10885,63,-5,-5,-5
10886,95,-5,-5,-5
10887,59,-5,-5,-5
10888,77,-5,-5,-5
10889,46,-5,-5,-5
10890,95,1452,4,-5
10891,45,1041,4,1
10892,80,-5,-5,-5
10893,28,455,3,2
10894,54,1218,5,3
10895,15,-5,-5,-5
10896,21,-5,-5,-5
10897,-4,-5,-5,-5
10898,26,-5,-5,-5
10899,-4,-5,-5,-5
10900,27,-5,-5,-5
10901,31,-5,-5,-5
10902,48,-5,-5,-5
10903,39,-5,-5,-5
10904,63,-5,-5,-5
10905,-4,-5,-5,-5
10906,57,-5,-5,-5
10907,19,-5,-5,-5
10908,12,450,2,1
10909,49,-5,-5,-5
10910,-4,-5,-5,-5
10911,18,-5,-5,1
10912,-4,-5,-5,-5
10913,54,870,3,1
10914,49,-5,-5,-5
10915,53,-5,-5,-5
10916,85,-5,-5,-5
10917,63,-5,-5,-5
10918,53,-5,-5,-5
10919,74,-5,-5,-5
10920,47,-5,-5,-5
10921,19,-5,-5,-5
10922,48,-5,-5,-5
10923,49,-5,-5,-5
10924,90,-5,-5,-5
10925,32,-5,-5,-5
10926,90,-5,-5,-5
10927,96,-5,-5,-5
10928,62,-5,-5,-5
10929,66,-5,-5,-5
10930,87,-5,-5,-5
10931,68,-5,-5,-5
10932,44,-5,-5,-5
10933,32,-4,-4,-5
10934,61,-5,-5,-5
10935,69,-5,-5,-5
10936,63,653,4,2
10937,51,-5,-5,-5
10938,33,-5,-5,-5
10939,62,-5,-5,-5
10940,49,-5,-5,-5
10941,10,-5,-5,-5
10942,84,-5,-5,-5
10943,29,-5,-5,1
10944,71,-5,-5,-5
10945,51,-4,-4,1
10946,67,-5,-5,-5
10947,-4,-5,-5,-5
10948,54,-5,-5,-5
10949,90,-5,-5,-5
10950,62,-5,-5,-5
10951,20,-5,-5,-5
10952,42,-5,-5,-5
10953,-4,-5,-5,-5
10954,-4,-5,-5,-5
10955,53,-5,-5,-5
10956,25,550,1,-5
10957,98,-5,-5,-5
10958,32,-5,-5,-5
10959,67,-5,-5,-5
10960,73,-5,-5,-5
10961,-4,-5,-5,-5
10962,-4,-5,-5,-5
10963,21,-5,-5,-5
10964,65,-5,-5,-5
10965,32,-5,-5,-5
10966,61,-5,-5,-5
10967,6,697,3,1
10968,29,-5,-5,-5
10969,30,744,0,1
10970,42,-5,-5,-5
10971,56,-5,-5,-5
10972,17,-5,-5,-5
10973,73,-5,-5,-5
10974,25,-5,-5,-5
10975,66,-5,-5,-5
10976,-4,-5,-5,-5
10977,70,-5,-5,-5
10978,61,-5,-5,-5
10979,-4,-5,-5,-5
10980,19,800,0,1
10981,84,-5,-5,-5
10982,-4,-5,-5,-5
10983,15,-5,-5,-5
10984,18,700,0,1
10985,47,-5,-5,-5
10986,86,-5,-5,-5
10987,91,-5,-5,-5
10988,46,-5,-5,-5
10989,25,-5,-5,-5
10990,27,-5,-5,-5
10991,29,-5,-5,-5
10992,84,-5,-5,-5
10993,31,-5,-5,-5
10994,34,-5,-5,-5
10995,31,-5,-5,-5
10996,29,-5,-5,-5
10997,65,-5,-5,-5
10998,39,575,3,1
10999,76,-5,-5,-5
11000,70,-5,-5,-5
11001,6,-4,1,1
11002,66,904,3,1
11003,72,-5,-5,-5
11004,68,-5,-5,-5
11005,15,-5,-5,-5
11006,18,-5,-5,-5
11007,-4,3437,4,0
11008,50,-5,-5,-5
11009,77,-5,-5,-5
11010,67,-5,-5,-5
11011,10,-5,-5,-5
11012,12,-5,-5,-5
11013,51,-5,-5,-5
11014,58,600,3,2
11015,73,-4,-4,1
11016,68,-5,-5,-5
11017,35,-5,-5,-5
11018,42,1346,2,1
11019,19,-4,-4,1
11020,42,-5,-5,-5
11021,29,-5,-5,-5
11022,-4,-5,-5,-5
11023,28,-5,-5,-5
11024,-4,-5,-5,-5
11025,32,-5,-5,-5
11026,53,-5,-5,-5
11027,46,-5,-5,-5
11028,73,-5,-5,-5
11029,75,-5,-5,-5
11030,28,-5,-5,-5
11031,63,-5,-5,-5
11032,92,-5,-5,-5
11033,86,-5,-5,-5
11034,54,-5,-5,-5
11035,48,-5,-5,-5
11036,81,-5,-5,-5
11037,15,800,1,1
11038,70,-5,-5,-5
11039,39,-5,-5,-5
11040,42,-5,-5,-5
11041,42,-5,-5,-5
11042,11,-4,-4,-5
11043,36,-5,-5,-5
11044,42,-4,-4,-4
11045,39,-5,-5,-5
11046,25,-5,-5,-5
11047,61,-5,-5,-5
11048,67,-5,-5,-5
11049,14,-5,-5,-5
11050,16,-5,-5,-5
11051,-4,500,3,1
11052,75,-5,-5,-5
11053,73,-5,-5,-5
11054,34,4500,3,1
11055,8,-5,-5,-5
11056,11,-5,-5,-5
11057,86,-5,-5,-5
11058,95,-5,-5,-5
11059,32,-5,-5,-5
11060,14,-5,-5,0
11061,64,-5,-5,-5
